ID,审计项ID,审计项标题,程序内容,是否主程序
444,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,a)访谈文档管理员，是否对软件采购合同、授权书等资料进行管理；b)检查文档清单，是否包含软件购置合同及授权许可。,否
465,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,检查运维岗位分工及岗位职责说明，机房管理员、网络管理员、系统管理员、数据库管理员、安全管理员等关键岗位的职责范围是否清晰、明确，有相互制约的要求。,否
478,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,检查事件管理流程，是否对信息系统运维事件的处理进行规范。,否
489,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,a)访谈安全主管，询问是否对关键岗位人员定期进行安全审查和技能考核；b)检查考核记录，查看是否考核关键岗位人员，考核内容是否包含安全知识、安全技能等，考核是否至少每年一次。,否
502,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,检查重要服务器操作系统的访问控制策略，查看是否对重要文件的访问权限进行了限制，对系统不需要的服务、共享路径等进行了禁用或删除。,否
504,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,"检查运维操作手册,是否包括保持系统的可用性，及时维修、更换故障设备和更新软件。",否
530,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,a)访谈安全主管，询问是否对关键岗位人员定期进行安全审查和技能考核；b)检查考核记录，查看是否考核关键岗位人员，考核内容是否包含安全知识、安全技能等，考核是否至少每年一次。,否
543,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,a)访谈软件开发人员，询问其是否了解软件开发管理制度，是否了解代码编写安全规范，是否按照代码编写安全规范进行软件开发；b)检查代码编写安全规范，查看规范中是否明确代码编写规则，应抽样部分源代码，检查是...,否
564,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,检查事件管理流程，是否对信息系统运维事件的处理进行规范。,否
598,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,检查事件管理流程，是否对信息系统运维事件的处理进行规范。,否
668,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,a)访谈文档管理员，是否对软件采购合同、授权书等资料进行管理；b)检查文档清单，是否包含软件购置合同及授权许可。,否
672,220,是否妥善保存购置合同、软件授权证书或许可协议等核心资料。,a)访谈文档管理员，是否对软件采购合同、授权书等资料进行管理；b)检查文档清单，是否包含软件购置合同及授权许可。,否
221,221,是否编制软件清单，主要包括软件名称、软件编号、入库时间、软件版本，授权和许可情况、软件序列号、软件状态、软件维护期、软件安装设备、用途和使用责任人等内容，并保留软件启用、转移、升级、报废等过程的记录。,检查软件清单，是否包括软件名称、软件编号、入库时间、软件版本，授权和许可情况、软件序列号、软件状态、软件维护期、软件安装设备、用途和使用责任人等内容，并保留软件启用、转移、升级、报废等过程的记录。,是
445,221,是否编制软件清单，主要包括软件名称、软件编号、入库时间、软件版本，授权和许可情况、软件序列号、软件状态、软件维护期、软件安装设备、用途和使用责任人等内容，并保留软件启用、转移、升级、报废等过程的记录。,检查软件清单，是否包括软件名称、软件编号、入库时间、软件版本，授权和许可情况、软件序列号、软件状态、软件维护期、软件安装设备、用途和使用责任人等内容，并保留软件启用、转移、升级、报废等过程的记录。,否
222,222,软件清单记录是否完整。,检查软件清单，确认是否记录所有软件信息。,是
247,222,软件清单记录是否完整。,检查运维管理制度。,否
249,222,软件清单记录是否完整。,a)文档审阅，是否建立变更管理制度。,否
446,222,软件清单记录是否完整。,检查软件清单，确认是否记录所有软件信息。,否
223,223,是否使用技术软件检测办公电脑软件安装情况。,上机检查技术检测软件安装情况和检测记录,是
224,224,是否使用正版软件并保存软件授权证书和许可协议。,检查软件授权证书和许可协议，确认软件有授权，同时授权未过期；上机查看技术检测结果，对比软件安装实际情况和软件授权情况是否一致。,是
237,224,是否使用正版软件并保存软件授权证书和许可协议。,查阅公司员工名录，取得IT部门及风险管理部门、合规管理部门员工职责分工表及员工简历。,否
413,224,是否使用正版软件并保存软件授权证书和许可协议。,检查主要服务器操作系统、数据库或第三方安全审计产品（如堡垒机）的安全审计策略，查看是否为授权用户提供浏览和分析审计记录的功能，是否可以根据需要自动生成不同格式的审计报表，该功能是否已启用。,否
435,224,是否使用正版软件并保存软件授权证书和许可协议。,检查供应商列表，访谈信息技术负责人，判断是否定期收集、更新供应商信息。,否
448,224,是否使用正版软件并保存软件授权证书和许可协议。,检查软件授权证书和许可协议，确认软件有授权，同时授权未过期；上机查看技术检测结果，对比软件安装实际情况和软件授权情况是否一致。,否
501,224,是否使用正版软件并保存软件授权证书和许可协议。,检查邮件系统，确认是否设置密码策略，包括密码复杂度、密码有效期等，检查双因子登录认证。,否
